E(Gpa),v,Cond(W/m-K),CTE(µm/m-°C),Temp(°C),ETemp(GPa)
200.0,0.29,52.0,1.2,391.0,156.15428
200.0,0.29,52.0,1.2,607.0,139.26713
200.0,0.29,52.0,1.2,717.0,131.99477
200.0,0.29,52.0,1.2,786.0,127.80714
200.0,0.29,52.0,1.2,-3.0,200.46562
200.0,0.29,52.0,1.2,-3.0,200.46562
200.0,0.29,52.0,1.2,42.0,194.17445
200.0,0.29,52.0,1.2,115.0,184.76729
200.0,0.29,52.0,1.2,202.0,174.68017
200.0,0.29,52.0,1.2,299.0,164.65592999999998
200.0,0.29,52.0,1.2,412.0,154.33564
200.0,0.29,52.0,1.2,601.0,139.68624
200.0,0.29,52.0,1.2,706.0,132.68751
200.0,0.29,52.0,1.2,819.0,125.89696
200.0,0.29,52.0,1.2,-31.0,204.58854
200.0,0.29,52.0,1.2,-18.0,202.6533
200.0,0.29,52.0,1.2,51.0,192.96279
200.0,0.29,52.0,1.2,90.0,187.88442999999998
200.0,0.29,52.0,1.2,193.0,175.6719
200.0,0.29,52.0,1.2,298.0,164.75284
200.0,0.29,52.0,1.2,391.0,156.15428
200.0,0.29,52.0,1.2,587.0,140.67555
200.0,0.29,52.0,1.2,681.0,134.29008
200.0,0.29,52.0,1.2,788.0,127.68999000000001
200.0,0.29,52.0,1.2,-26.0,203.8402
200.0,0.29,52.0,1.2,8.0,198.88984
200.0,0.29,52.0,1.2,67.0,190.84728
200.0,0.29,52.0,1.2,86.0,188.39278
200.0,0.29,52.0,1.2,201.0,174.78922
200.0,0.29,52.0,1.2,289.0,165.63494
200.0,0.29,52.0,1.2,397.0,155.63021
200.0,0.29,52.0,1.2,597.0,139.9673
200.0,0.29,52.0,1.2,703.0,132.878
